University,Latitude,Longitude,Logo,Rank,Type,Country,Location,Student,Year,Contact,Email,Website,Strength,Description,Exchange,agricultural_food_science,arts_design,economics_business_management,law_political_science,medicine_pharmacy_health_sciences,science_engineering,social_sciences_humanities,sports_physical_education,technology,others
Korea University of Technology and Education,36.794,127.11,https://media.licdn.com/dms/image/v2/C510BAQEV_m7L_SeYDg/company-logo_200_200/company-logo_200_200/0/1631410745366/_logo?e=2147483647&v=beta&t=0c1zL8LVnLP_RQu_T-GUzkIo4WFsUh9ytOJAyzIQdJg,NA,public,Korea,Cheonan,5000,1991,82415601000,egkim@koreatech.ac.kr,https://www.koreatech.ac.kr/,"Vocational engineering, industrial technology (hands-on training focus).","Korea University of Technology and Education was founded in 1991, and it's strengths are Vocational engineering, industrial technology (hands-on training focus).",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Korean National University of Arts,37.602,127.102,https://upload.wikimedia.org/wikipedia/commons/9/93/Karts.gif,NA,public,Korea,Seoul,4000,1993,8227469073,global@karts.ac.kr,https://www.karts.ac.kr/,"Fine arts, music, dance, film (premier arts institution with global reputation).","Korean National University of Arts was founded in 1993, and it's strengths are Fine arts, music, dance, film (premier arts institution with global reputation).",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
Kosin University,35.133,129.101,https://cdn.adscientificindex.com/logos/5025.png,67,private,Korea,Busan,15000,1946,82519902114,321009@kosin.ac.kr,https://www.kosin.ac.kr/,"Medicine, nursing, theology (Busan-based; Christian affiliation).","Kosin University was founded in 1946, and it's strengths are Medicine, nursing, theology (Busan-based; Christian affiliation).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Kumoh National University of Technology,36.113,128.363,https://upload.wikimedia.org/wikipedia/en/f/f5/KIT_symbol_logo.jpg,NA,public,Korea,Gumi,10000,1979,8.235E+14,eugene@kumoh.ac.kr,https://www.kumoh.ac.kr/,"Mechanical engineering, materials science (Gumi-based; tech focus).","Kumoh National University of Technology was founded in 1979, and it's strengths are Mechanical engineering, materials science (Gumi-based; tech focus).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Kunsan National University,35.968,126.682,https://cdn.adscientificindex.com/logos/5059.jpg,42,public,Korea,Gunsan,8000,1947,82634694936,inter_adm@kunsan.ac.kr,https://www.kunsan.ac.kr/,"Environmental engineering, maritime studies (Jeollabuk-do focus).","Kunsan National University was founded in 1947, and it's strengths are Environmental engineering, maritime studies (Jeollabuk-do focus).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Kwangwoon University,37.62,127.052,https://cdn.adscientificindex.com/logos/5077.jpg,NA,private,Korea,Seoul,9000,1934,82294050146,International@kw.ac.kr,https://www.kw.ac.kr/,"Electronics, communications, IT (specialized in tech since 1934).","Kwangwoon University was founded in 1934, and it's strengths are Electronics, communications, IT (specialized in tech since 1934).",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Kyonggi University,37.298,127.034,https://cdn.adscientificindex.com/logos/5096.jpg,NA,private,Korea,Suwon,17000,1947,8223905265,hahm33@hotmail.com,https://www.kyonggi.ac.kr/,"Tourism, urban design, public administration (Suwon-based).","Kyonggi University was founded in 1947, and it's strengths are Tourism, urban design, public administration (Suwon-based).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Kyung Hee University,37.593,127.002,https://cdn.adscientificindex.com/logos/5117.jpg,9,private,Korea,Seoul,33000,1949,8215888988,admission@khu.ac.kr,https://www.khu.ac.kr/eng/user/main/view.do,"Traditional Korean medicine, international relations, hospitality.","Kyung Hee University was founded in 1949, and it's strengths are Traditional Korean medicine, international relations, hospitality.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Kyungnam University,35.234,128.692,https://cdn.adscientificindex.com/logos/5122.jpg,NA,private,Korea,Masan,14000,1946,82237000739,mozel73@kyungnam.ac.kr,https://www.kyungnam.ac.kr/,"Automotive engineering, international business (Masan-based).","Kyungnam University was founded in 1946, and it's strengths are Automotive engineering, international business (Masan-based).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Kyungpook National University,35.89,128.611,https://cdn.adscientificindex.com/logos/14867.jpg,14,public,Korea,Daegu,36000,1946,82539502434,knu2024150@knu.ac.kr,https://en.knu.ac.kr/,"Medicine, biotechnology, regional studies (flagship university in Daegu).","Kyungpook National University was founded in 1946, and it's strengths are Medicine, biotechnology, regional studies (flagship university in Daegu).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Kyungsung University,35.192,129.082,https://cdn.adscientificindex.com/logos/5124.jpg,64,private,Korea,Busan,13000,1955,82516634060,admissions@ks.ac.kr,https://www.ks.ac.kr/,"Business, law, international relations (Busan-based).","Kyungsung University was founded in 1955, and it's strengths are Business, law, international relations (Busan-based).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Mokpo National University,34.811,126.392,https://cdn.adscientificindex.com/logos/5831.jpg,42,public,Korea,Muan,13000,1946,8.20615E+11,khchoi@mokpo.ac.kr,https://www.mokpo.ac.kr/,"Marine science, environmental engineering (Mokpo-based).","Mokpo National University was founded in 1946, and it's strengths are Marine science, environmental engineering (Mokpo-based).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Myongji University,37.582,126.925,https://cdn.adscientificindex.com/logos/5971.jpg,42,private,Korea,Yongin,24000,1948,8223001511,jmin82@mju.ac.kr,https://www.mju.ac.kr/,"Architecture, real estate, transportation engineering (industry-focused programs).","Myongji University was founded in 1948, and it's strengths are Architecture, real estate, transportation engineering (industry-focused programs).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Pohang University of Science and Technology,36.012,129.323,https://upload.wikimedia.org/wikipedia/en/a/a5/POSTECH_emblem.svg,5,private,Korea,Pohang,3500,1986,82542792336,hyomin@postech.ac.kr,https://www.postech.ac.kr/eng/index.do,"Materials science, chemistry, physics, engineering (research-focused, rival to KAIST).","Pohang University of Science and Technology was founded in 1986, and it's strengths are Materials science, chemistry, physics, engineering (research-focused, rival to KAIST).",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
Pukyong National University,35.136,129.103,https://cdn.adscientificindex.com/logos/7075.jpg,34,public,Korea,Busan,27000,1996,82516296236,yhchung@pknu.ac.kr,https://www.pknu.ac.kr/,"Marine technology, fisheries, environmental engineering (Busan-based).","Pukyong National University was founded in 1996, and it's strengths are Marine technology, fisheries, environmental engineering (Busan-based).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Pusan National University,35.234,129.082,https://cdn.adscientificindex.com/logos/27250.jpg,14,public,Korea,Busan,37000,1946,82515101663,gsis@pusan.ac.kr,https://www.pusan.ac.kr/eng,"Marine science, mechanical engineering, Asian studies (leading university in Busan).","Pusan National University was founded in 1946, and it's strengths are Marine science, mechanical engineering, Asian studies (leading university in Busan).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Samyuk University (SAHMYOOK University),37.644,127.105,https://www.google.com/url?sa=i&url=https%3A%2F%2Fen.wikipedia.org%2Fwiki%2FSahmyook_University&psig=AOvVaw3jWPWBdZ3hHtaKUt6aSE3e&ust=1747996042171000&source=images&cd=vfe&opi=89978449&ved=0CBQQjRxqFwoTCND7puvuto0DFQAAAAAdAAAAABAE,62,private,Korea,Cheonan,6000,1906,82233993636,general@syu.ac.kr,https://www.syu.ac.kr/eng/,"Health sciences, theology, music, and vegetarian nutrition.","Samyuk University (SAHMYOOK University) was founded in 1906, and it's strengths are Health sciences, theology, music, and vegetarian nutrition.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Sangji University,37.341,127.92,https://cdn.adscientificindex.com/logos/7591.png,68,private,Korea,Wonju,9000,1974,82337300125,NA,https://www.sangji.ac.kr/,"Buddhist studies, bio-industry, regional policy (Wonju-based).","Sangji University was founded in 1974, and it's strengths are Buddhist studies, bio-industry, regional policy (Wonju-based).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Sangmyeong University,37.544,126.914,https://upload.wikimedia.org/wikipedia/commons/0/03/Sangmyung_University.jpg,42,private,Korea,Seoul,15000,1937,82222875114,NA,https://www.smu.ac.kr/eng1/index.do,"Liberal arts, design, performing arts, business, and AI.","Sangmyeong University was founded in 1937, and it's strengths are Liberal arts, design, performing arts, business, and AI.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Sangmyung University,36.822,127.156,https://cdn.adscientificindex.com/logos/24534.jpg,NA,private,Korea,Seoul,15000,1937,82222875114,hshan@smu.ac.kr,https://www.smu.ac.kr/,"Game design, AI, digital media (creative tech focus).","Sangmyung University was founded in 1937, and it's strengths are Game design, AI, digital media (creative tech focus).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Sejong University,37.551,127.073,https://cdn.adscientificindex.com/logos/7712.jpg,7,private,Korea,Seoul,20000,1940,8220252025,exchange@sejong.ac.kr,https://en.sejong.ac.kr/eng/index.do,"Hospitality, animation, data science (named after King Sejong the Great).","Sejong University was founded in 1940, and it's strengths are Hospitality, animation, data science (named after King Sejong the Great).",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
Seoul National University,37.459,126.951,https://www.shorttermprograms.com/images/cache/600_by_314/uploads/institution-logos/seoul-national-university.png,1,public,Korea,Seoul,28000,1946,8228806971,snuadmit@snu.ac.kr,https://en.snu.ac.kr/,"All-round excellence: Medicine, law, engineering, social sciences, humanities (South Korea’s top university).","Seoul National University was founded in 1946, and it's strengths are All-round excellence: Medicine, law, engineering, social sciences, humanities (South Korea’s top university).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Seoul National University of Science and Technology,37.633,127.078,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTxN57I7QQaXtTf65tIm9PNnsdno4aDCAkz5Q&s,34,public,Korea,Seoul,15000,1910,8229709206,admission@seoultech.ac.kr,https://www.seoultech.ac.kr/,"Engineering, design, practical tech (industry-aligned programs).","Seoul National University of Science and Technology was founded in 1910, and it's strengths are Engineering, design, practical tech (industry-aligned programs).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Seoul Women's University,37.628,127.092,https://cdn.adscientificindex.com/logos/7906.png,86,private,Korea,Seoul,9000,1961,8229705064,service5064@swu.ac.kr,https://www.swu.ac.kr/,"Women’s education, AI, data science (Seoul-based women’s university).","Seoul Women's University was founded in 1961, and it's strengths are Women’s education, AI, data science (Seoul-based women’s university).",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Silla University,35.136,129.045,https://cdn.adscientificindex.com/logos/8149.jpg,58,private,Korea,Busan,11000,1954,82519996270,baesd@silla.ac.kr,https://www.silla.ac.kr/,"Energy engineering, cultural studies (Busan-based).","Silla University was founded in 1954, and it's strengths are Energy engineering, cultural studies (Busan-based).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Sogang University,37.551,126.941,https://cdn.adscientificindex.com/logos/8218.jpg,23,private,Korea,Seoul,12000,1960,8227058000,onestop@sogang.ac.kr,https://www.sogang.ac.kr/,"Liberal arts, economics, communication (Jesuit-affiliated; critical thinking focus).","Sogang University was founded in 1960, and it's strengths are Liberal arts, economics, communication (Jesuit-affiliated; critical thinking focus).",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Sookmyung Women's University,37.545,126.972,https://cdn.adscientificindex.com/logos/8238.png,NA,private,Korea,Seoul,13000,1906,82263253102,inthouse@sookmyung.ac.kr,https://www.sookmyung.ac.kr/,"Women’s leadership, AI, data science (prestigious women’s university in Seoul).","Sookmyung Women's University was founded in 1906, and it's strengths are Women’s leadership, AI, data science (prestigious women’s university in Seoul).",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Soonchunhyang University,36.79,127.002,https://cdn.adscientificindex.com/logos/8239.jpg,34,private,Korea,Asan,10000,1978,82415301305,elina@sch.ac.kr,https://www.sch.ac.kr/,"Medicine, biochemistry, global health (Asan-based).","Soonchunhyang University was founded in 1978, and it's strengths are Medicine, biochemistry, global health (Asan-based).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Soongsil University,37.496,126.957,https://cdn.adscientificindex.com/logos/8240.jpg,34,private,Korea,Seoul,19000,1897,82-27049304718230,studyabroad@soongsil.ac.krapply,https://www.ssu.ac.kr/,"Computer science, software engineering (oldest modern university in Korea).","Soongsil University was founded in 1897, and it's strengths are Computer science, software engineering (oldest modern university in Korea).",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Sun Moon University,36.79,127.002,https://cdn.adscientificindex.com/logos/8578.jpg,NA,private,Korea,Asan,10000,1972,82415302114,korean@sunmoon.ac.kr,https://www.sunmoon.ac.kr/,"Theology, solar energy, bioengineering (Christian-affiliated).","Sun Moon University was founded in 1972, and it's strengths are Theology, solar energy, bioengineering (Christian-affiliated).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Sunchon National University,35.109,126.112,https://cdn.adscientificindex.com/logos/8580.jpg,NA,public,Korea,Suncheon,13000,1935,82617503143,int_admission@scnu.ac.kr,https://www.sunchon.ac.kr/,"Agriculture, biotechnology, regional development (Sunchon-focused).","Sunchon National University was founded in 1935, and it's strengths are Agriculture, biotechnology, regional development (Sunchon-focused).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Sungkyunkwan University,37.588,126.994,https://cdn.adscientificindex.com/logos/8582.png,3,private,Korea,Seoul,26000,1398,8227600114,cilee@skku.edu,https://www.skku.edu/eng/index.do,"Samsung-backed STEM, business, nanotechnology, Confucian studies (oldest university in East Asia).","Sungkyunkwan University was founded in 1398, and it's strengths are Samsung-backed STEM, business, nanotechnology, Confucian studies (oldest university in East Asia).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Sungshin University,37.604,127.013,https://upload.wikimedia.org/wikipedia/en/thumb/6/65/Sungshin_Women%27s_University_logo.svg/1200px-Sungshin_Women%27s_University_logo.svg.png,NA,private,Korea,Seoul,13000,1936,8229207302,lang@sungshin.ac.kr,https://www.sungshin.ac.kr/,"Women’s education, music, AI (Seoul-based women’s university).","Sungshin University was founded in 1936, and it's strengths are Women’s education, music, AI (Seoul-based women’s university).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
The Catholic University of Korea,37.486,126.805,https://www.topuniversities.com/sites/default/files/profiles/logos/the-catholic-university-of-korea-_592560cf2aeae70239af4ed7_large.jpg,19,private,Korea,Seoul,11000,1855,82222587077,leeboram@catholic.ac.kr,https://www.catholic.ac.kr/,"Medicine, theology, bioethics (affiliated with Catholic Church).","The Catholic University of Korea was founded in 1855, and it's strengths are Medicine, theology, bioethics (affiliated with Catholic Church).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Ulsan National Institute of Science and Technology,35.552,129.259,https://upload.wikimedia.org/wikipedia/en/4/48/Latest_UNIST_logo.jpg,7,public,Korea,Eonyang,4000,2007,82522171127,adm-u@unist.ac.kr,https://www.unist.ac.kr/,"Energy engineering, materials science, sustainability (Hyundai-linked research in Ulsan).","Ulsan National Institute of Science and Technology was founded in 2007, and it's strengths are Energy engineering, materials science, sustainability (Hyundai-linked research in Ulsan).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
University of Incheon,37.386,126.643,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Incheon_National_University.svg/1200px-Incheon_National_University.svg.png,34,public,Korea,Incheon,13000,1979,82328359584,isc@inu.ac.kr,https://www.inu.ac.kr/,"Logistics, maritime studies, international trade (Incheon port-focused).","University of Incheon was founded in 1979, and it's strengths are Logistics, maritime studies, international trade (Incheon port-focused).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
University of Seoul,37.583,127.057,https://cdn.adscientificindex.com/logos/11365.jpg,23,public,Korea,Seoul,12000,1918,82264906114,webmaster@uos.ac.kr,https://www.uos.ac.kr/,"Urban planning, public administration, environmental engineering (city-funded).","University of Seoul was founded in 1918, and it's strengths are Urban planning, public administration, environmental engineering (city-funded).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
University of Suwon,37.288,127.018,https://upload.wikimedia.org/wikipedia/commons/e/e7/%EC%88%98%EC%9B%90%EB%8C%80%ED%95%99%EA%B5%90%EC%98%81%EB%AC%B8%EB%A1%9C%EA%B3%A0.png,60,private,Korea,Suwon,10000,1977,82312298077,intl.college@suwon.ac.kr,https://en.suwon.ac.kr/?menuno=2916,"Agriculture, biotechnology, engineering, and sports science.","University of Suwon was founded in 1977, and it's strengths are Agriculture, biotechnology, engineering, and sports science.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
University of Ulsan,35.537,129.259,https://cdn.adscientificindex.com/logos/11523.jpg,14,private,Korea,Ulsan,15000,1970,82522205952,international@mail.ulsan.ac.kr,https://www.ulsan.ac.kr/,"Automotive engineering, medicine (linked to Hyundai Heavy Industries).","University of Ulsan was founded in 1970, and it's strengths are Automotive engineering, medicine (linked to Hyundai Heavy Industries).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Wonkwang University,35.958,126.954,https://cdn.adscientificindex.com/logos/11991.jpg,63,private,Korea,Iksan,17000,1946,822220252,bon5752@wku.ac.kr,https://www.wku.ac.kr/,"Traditional Korean medicine, dentistry, public health (Jeollabuk-do focus).","Wonkwang University was founded in 1946, and it's strengths are Traditional Korean medicine, dentistry, public health (Jeollabuk-do focus).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Woosong University,36.319,127.406,https://cdn.adscientificindex.com/logos/28380.png,34,private,Korea,Daejeon,15000,1954,82426296114,iaccoordinator@wsu.ac.kr,https://www.wsu.ac.kr/,"Hospitality, rail transport, global business (Daejeon-based).","Woosong University was founded in 1954, and it's strengths are Hospitality, rail transport, global business (Daejeon-based).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Woosuk University,35.866,127.147,https://cdn.adscientificindex.com/logos/11994.jpg,66,private,Korea,Wanju-gun,12000,1979,82632901114,global@woosuk.ac.kr,https://www.wsu.ac.kr/,"Traditional Korean medicine, sports science (Wanju-based).","Woosuk University was founded in 1979, and it's strengths are Traditional Korean medicine, sports science (Wanju-based).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Yeungnam University,35.836,128.756,https://cdn.adscientificindex.com/logos/12097.jpg,19,private,Korea,Gyeongsan,32000,1967,82538107871,helena5115@ynu.ac.kr,https://www.yu.ac.kr/,"Materials engineering, business, regional economics (Daegu-focused).","Yeungnam University was founded in 1967, and it's strengths are Materials engineering, business, regional economics (Daegu-focused).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Yonsei University,37.564,126.939,https://upload.wikimedia.org/wikipedia/en/thumb/9/95/YonseiUniversityEmblem.svg/1200px-YonseiUniversityEmblem.svg.png,3,private,Korea,Seoul,37000,1885,82221237371,amber@yonsei.ac.kr,https://www.yonsei.ac.kr/,"Medicine, business (Yonsei School of Business), international studies, liberal arts (SKY university).","Yonsei University was founded in 1885, and it's strengths are Medicine, business (Yonsei School of Business), international studies, liberal arts (SKY university).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
American University,38.9372,-77.0866,https://www.topuniversities.com/sites/default/files/american-university_17_small.jpg,99,private,USA,Washington D.C.,12000,1893,12028851000,admissions@american.edu,american.edu,"international relations, political science, business, communications","American University was founded in 1893 and they are popular for international relations, political science, business and communications.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Arizona State University,33.418,-111.9337,https://www.topuniversities.com/sites/default/files/arizona-state-university_592560cf2aeae70239af4a9c_small.jpg,38,public,USA,Tempe,55000,1885,14809659011,admission@asu.edu,asu.edu,"business, engineering, journalism, psychology","Arizona State University was founded in 1885 and they are popular for business, engineering, journalism and psychology.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Boston College,42.3365,-71.1687,https://www.topuniversities.com/sites/default/files/boston-college_723_small.jpg,88,private,USA,Chestnut Hill,14000,1863,16175528000,admission@bc.edu,bc.edu,"business, economics, nursing, theology","Boston College was founded in 1863 and they are popular for business, economics, nursing and theology.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Boston University,42.3505,-71.1054,https://www.topuniversities.com/sites/default/files/boston-university_592560cf2aeae70239af4ac2_small.jpg,26,private,USA,Boston,28000,1839,16173532000,admissions@bu.edu,bu.edu,"business, communications, health sciences, international relations","Boston University was founded in 1839 and they are popular for business, communications, health sciences and international relations.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Brandeis University,42.3656,-71.2586,https://www.topuniversities.com/sites/default/files/brandeis-university_66_small.jpg,100,private,USA,Waltham,6000,1948,17817362000,admissions@brandeis.edu,brandeis.edu,"economics, biology, international studies, business","Brandeis University was founded in 1948 and they are popular for economics, biology, international studies and business.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Brown University,41.8262,-71.4032,https://www.topuniversities.com/sites/default/files/brown-university_72_small.jpg,23,private,USA,Providence,11000,1764,14018631000,admission@brown.edu,brown.edu,"computer science, economics, biology, international relations","Brown University was founded in 1764 and they are popular for computer science, economics, biology and international relations.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
California Institute of Technology,34.1377,-118.1253,https://www.topuniversities.com/sites/default/files/california-institute-of-technology-caltech_94_small.jpg,4,private,USA,Pasadena,3000,1891,16263956811,ugadmissions@caltech.edu,caltech.edu,"physics, engineering, computer science, mathematics","California Institute of Technology was founded in 1891 and they are popular for physics, engineering, computer science and mathematics.",NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA
Carnegie Mellon University,40.4429,-79.9429,https://www.topuniversities.com/sites/default/files/carnegie-mellon-university_101_small.jpg,17,private,USA,Pittsburgh,16000,1900,14122682000,undergraduate-admissions@andrew.cmu.edu,cmu.edu,"computer science, engineering, drama, business","Carnegie Mellon University was founded in 1900 and they are popular for computer science, engineering, drama and business.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Case Western Reserve University,41.5048,-81.6067,https://www.topuniversities.com/sites/default/files/case-western-reserve-university_102_small.jpg,46,private,USA,Cleveland,12000,1826,12163682000,admission@case.edu,case.edu,"engineering, medicine, business, computer science","Case Western Reserve University was founded in 1826 and they are popular for engineering, medicine, business and computer science.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
City University of New York,40.7503,-73.9896,https://www.topuniversities.com/sites/default/files/city-university-of-new-york_149_small.jpg,94,public,USA,New York City,124000,1961,12129972869,admissions@cuny.edu,cuny.edu,"business, nursing, journalism, engineering","City University of New York was founded in 1961 and they are popular for business, nursing, journalism and engineering.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Colorado School of Mines,39.7495,-105.2219,https://www.topuniversities.com/sites/default/files/colorado-school-of-mines_592560de9988f300e2320883_small.jpg,74,public,USA,Golden,8000,1874,13032733000,admit@mines.edu,mines.edu,"petroleum engineering, mining, geology, mechanical engineering","Colorado School of Mines was founded in 1874 and they are popular for petroleum engineering, mining, geology and mechanical engineering.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Colorado State University,40.5762,-105.0807,https://www.topuniversities.com/sites/default/files/colorado-state-university_136_small.jpg,65,public,USA,Fort Collins,26000,1870,19704911101,admissions@colostate.edu,colostate.edu,"veterinary medicine, engineering, business, agriculture","Colorado State University was founded in 1870 and they are popular for veterinary medicine, engineering, business and agriculture.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Columbia University,40.8075,-73.9626,https://www.topuniversities.com/sites/default/files/211207010540pm571294Webp.net-resizeimage-2021-12-07T150514.382-48x48.jpg,12,private,USA,New York City,31000,1754,12128541754,ugrad-ask@columbia.edu,columbia.edu,"business, journalism, law, engineering","Columbia University was founded in 1754 and they are popular for business, journalism, law and engineering.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Cornell University,42.4479,-76.4789,https://www.topuniversities.com/sites/default/files/cornell-university_143_small.jpg,7,private,USA,Ithaca,26000,1865,16072552000,admissions@cornell.edu,cornell.edu,"engineering, hotel administration, agriculture, computer science","Cornell University was founded in 1865 and they are popular for engineering, hotel administration, agriculture and computer science.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Dartmouth College,43.7044,-72.2887,https://www.topuniversities.com/sites/default/files/dartmouth-college_592560cf2aeae70239af4b1c_small.jpg,44,private,USA,Hanover,7000,1769,16036461110,admissions.office@dartmouth.edu,dartmouth.edu,"economics, government, engineering, computer science","Dartmouth College was founded in 1769 and they are popular for economics, government, engineering and computer science.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Duke University,36.0014,-78.9382,https://www.topuniversities.com/sites/default/files/duke-university_168_small.jpg,18,private,USA,Durham,18000,1838,19196848111,undergrad-admissions@duke.edu,duke.edu,"public policy, medicine, business, engineering","Duke University was founded in 1838 and they are popular for public policy, medicine, business and engineering.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Emory University,33.7913,-84.3252,https://www.topuniversities.com/sites/default/files/emory-university_185_small.jpg,37,private,USA,Atlanta,14000,1836,14047276123,admiss@emory.edu,emory.edu,"business, medicine, public health, nursing","Emory University was founded in 1836 and they are popular for business, medicine, public health and nursing.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
